surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
Li Fonti,773,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
Hsueh,736,France,Male,27,5,51522.75,1,0,1,192131.77,0
Golubeva,625,France,Male,39,5,0.0,1,1,0,99800.87,0
Forbes,825,France,Male,34,9,0.0,2,1,1,31933.06,0
Toscani,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
Ives,590,France,Female,76,5,160979.68,1,0,1,13848.58,0
Hope,506,Spain,Male,32,8,0.0,2,0,1,182692.8,0
Nwachukwu,528,France,Male,34,1,125566.9,1,1,1,176763.27,0
Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88,0
Lo,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0
Trentini,553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0
Murray,701,France,Male,40,5,169742.64,1,1,1,153537.55,1
Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
Pickering,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
Hamilton,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
Napolitani,599,France,Male,27,5,0.0,2,1,0,30546.4,0
Mishin,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0
Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,1
Lee,620,France,Male,32,6,0.0,2,1,0,56139.09,0
Angelo,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
Gibson,703,France,Female,45,5,0.0,2,1,0,131906.44,0
Thomas,445,France,Male,64,2,136770.67,1,0,1,43678.06,0
Johnson,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0
Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1
Clunie,485,France,Female,25,3,134467.26,1,1,1,113266.09,0
Iadanza,781,Spain,Male,33,3,0.0,2,1,1,42556.33,0
Singh,775,France,Female,30,5,0.0,1,1,0,193880.6,1
Chiemela,547,France,Female,51,1,0.0,2,1,1,56908.41,0
McLean,790,France,Female,26,4,141581.71,2,0,0,98309.27,0
Kay,561,Spain,Male,24,8,143656.55,1,0,1,180932.46,0
Martin,789,France,Male,27,6,0.0,2,1,0,103603.65,0
Ross,627,France,Female,41,6,0.0,3,1,1,138700.75,1
Marcelo,627,Germany,Male,24,5,102773.2,2,1,0,56793.02,1
Swift,510,France,Female,22,3,156834.34,1,0,0,44374.44,0
Chien,634,France,Male,45,9,0.0,2,0,0,17622.82,0
Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0
Bergamaschi,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
Manfrin,532,France,Male,60,5,76705.87,2,0,1,13889.73,0
Onyemauchechi,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0
Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1
Kwemto,640,France,Female,47,6,89799.46,2,0,1,13783.77,1
Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79,0
Lombardi,524,France,Male,44,10,118569.03,2,0,0,82117.2,0
Mitchell,780,France,Male,76,10,121313.88,1,0,1,64872.33,0
Su,678,France,Male,66,8,0.0,2,1,1,47117.03,0
Kruglova,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1
Fraser,558,France,Male,32,5,73494.21,1,0,0,136301.1,0
Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
De Luca,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0
Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
Heller,658,France,Female,31,7,123974.96,1,1,0,102153.75,0
Todd,763,Spain,Female,37,6,0.0,2,1,1,149705.25,0
Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
Romilly,686,France,Male,38,0,138131.34,1,0,1,115927.85,0
Holmes,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
Tsao,594,France,Male,27,0,197041.8,1,0,0,151912.49,0
Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0
Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
Berry,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0
Toscani,505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0
Hawthorn,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
Hill,765,France,Male,41,2,0.0,2,0,1,191215.61,0
Osinachi,695,Spain,Male,35,7,0.0,2,1,0,160387.98,0
Ni,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0
Artyomova,697,France,Male,35,5,133087.76,1,1,0,64771.61,0
Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1
Douglas,538,Spain,Female,42,9,0.0,1,0,0,152855.96,0
Garcia,636,France,Female,39,3,118336.14,1,1,0,184691.77,0
Milanesi,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0
Marino,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,0
Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
Rapuokwu,814,France,Female,31,6,87772.52,1,1,0,188516.45,0
Trevisan,722,Spain,Male,43,1,0.0,1,1,0,44560.17,1
Chukwudi,850,France,Male,35,2,0.0,2,1,1,56991.66,0
Boyle,571,Spain,Female,31,3,0.0,2,1,1,194667.92,0
Ch'in,608,France,Male,42,10,163548.07,1,1,0,38866.85,0
Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0
MacPherson,682,France,Male,44,3,115282.3,1,0,0,23766.4,0
Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0
Pisano,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
Siciliano,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0
Artyomova,799,Spain,Male,38,2,0.0,2,1,1,59297.34,0
K?,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0
Fang,648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0
Langler,717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0
Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0
Young,606,France,Male,32,5,83161.65,1,1,1,116885.59,0
Hayslett,497,Germany,Male,35,7,110053.62,2,1,1,92887.06,0
Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
Nkemjika,679,France,Male,30,9,0.0,2,1,0,157871.55,0
Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0
Oluchukwu,719,France,Male,36,3,155423.17,1,1,1,199841.32,0
Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0
Ibezimako,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0
Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
Marshall,540,France,Male,41,3,0.0,2,1,0,121098.65,0
Ingram,624,France,Male,36,6,0.0,2,0,0,84635.64,0
Vinogradov,725,France,Male,39,4,160652.45,2,1,0,57643.55,0
She,532,Spain,Female,37,5,0.0,2,0,1,6761.84,0
Udegbulam,602,France,Female,35,5,0.0,2,1,0,31050.02,0
Chuang,683,Spain,Male,40,8,0.0,1,1,0,75848.22,0
Baresi,695,France,Female,29,9,0.0,2,1,0,111565.45,0
Bianchi,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
Pugliesi,788,Spain,Female,70,1,0.0,2,1,1,41610.62,0
Wood,715,France,Male,45,4,0.0,2,1,1,55043.93,0
Parry,591,France,Male,49,3,0.0,2,1,0,50123.44,0
Sharpe,691,France,Female,34,7,0.0,2,0,1,161559.12,0
Boni,733,France,Female,24,3,161884.99,1,1,1,9617.24,0
Nnamdi,642,France,Male,30,8,80964.57,2,1,0,174738.2,0
Trevisani,753,France,Female,50,4,0.0,2,1,1,861.4,0
Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
Osborne,771,France,Female,41,10,108309.0,4,1,1,137510.41,1
Buccho,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0
Rogers,743,Germany,Male,65,2,131935.51,1,1,1,96399.67,1
Toosey,532,France,Male,38,9,0.0,2,0,0,30583.95,0
McIntosh,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0
Landor,588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1
Batty,548,France,Female,33,1,80107.83,2,0,1,82245.67,0
Cox,455,France,Female,27,5,155879.09,2,0,0,70774.97,0
Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0
Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0
Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1
Finch,721,France,Male,36,1,155176.83,2,1,1,49653.37,0
Davies,611,France,Male,64,9,0.0,2,1,1,53277.15,0
Hs?eh,544,France,Male,48,10,78314.63,3,1,1,103713.93,1
Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
Conti,549,France,Male,37,2,112541.54,2,0,0,47432.43,0
Padovano,683,France,Female,35,6,187530.66,2,1,1,37976.36,0
Bowen,649,France,Male,46,5,0.0,2,1,1,76946.6,0
Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0
Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0
Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
Kosovich,641,France,Female,37,2,0.0,2,1,0,3939.87,0
Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
Chang,700,France,Male,37,3,77608.46,2,1,1,175373.46,0
P'eng,517,France,Male,41,2,0.0,2,0,1,75937.47,0
Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1
Lamb,440,France,Male,42,2,0.0,2,1,0,49826.68,0
Gibbs,655,France,Female,50,10,0.0,4,1,0,179267.94,1
Beach,656,France,Male,50,7,0.0,2,0,1,72143.44,0
Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0
Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,1
Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0
Donaldson,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0
Ballard,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
Simmons,735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0
P'an,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
Tsao,602,France,Male,32,10,0.0,2,1,1,116052.92,0
Butusov,650,France,Female,31,1,160566.11,2,0,0,27073.81,0
Converse,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1
Trujillo,599,Spain,Female,49,2,0.0,2,1,0,111190.53,0
Hsia,707,France,Female,46,7,127476.73,2,1,1,146011.55,0
Ts'ai,796,France,Male,51,6,0.0,2,0,1,194733.28,0
Ndubueze,678,France,Female,38,2,0.0,2,0,0,115068.99,0
Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
Ulyanova,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
Steele,850,Spain,Male,36,6,0.0,2,0,1,41291.05,0
Williamson,666,Germany,Male,33,2,124125.26,1,1,0,81884.8,0
Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0
Sabbatini,717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0
Dore,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
Chen,666,France,Female,32,10,112536.57,2,1,1,34350.54,0
Tan,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0
Artamonova,755,Germany,Male,38,4,111096.91,1,1,1,19762.88,0
Tuan,737,France,Male,43,0,80090.93,1,1,0,39920.0,1
Kanayochukwu,617,France,Female,26,2,165947.99,2,0,1,168834.38,0
Cremonesi,602,France,Female,33,8,0.0,2,1,1,112928.74,0
Beggs,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1
Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1
Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0
Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1
Jamieson,744,France,Male,29,1,0.0,1,0,0,82422.97,0
Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
Kovalyov,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0
Hearn,670,France,Male,33,2,141204.65,2,1,0,76257.46,0
Dyer,774,France,Female,35,3,121418.62,1,1,1,24400.37,0
Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0
Page,435,France,Male,36,4,0.0,1,1,1,197015.2,0
Liang,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0
Nwebube,644,Spain,Male,37,9,0.0,2,1,1,96442.86,0
Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
Arcuri,670,Spain,Female,40,3,0.0,1,1,1,182650.15,0
Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0
Onwuka,635,France,Male,29,1,0.0,1,0,1,24865.54,0
Scott,571,France,Male,38,1,121405.04,1,1,1,154844.22,0
Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
Jenks,772,France,Male,34,9,0.0,2,1,0,170980.86,0
Liang,791,France,Female,33,3,0.0,1,1,1,144413.92,1
Mishina,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0
Dale,458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0
Harriman,554,France,Male,31,1,0.0,2,0,1,192660.55,0
Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0
Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1
Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
Ts'ui,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0
Griffin,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
Mancini,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0
Ahmed,721,France,Male,41,7,0.0,2,0,1,61018.85,0
Cocci,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0
Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
Uwakwe,695,Spain,Female,31,5,0.0,2,0,1,13998.88,0
Marcelo,733,France,Female,38,3,157658.36,1,0,0,19658.43,0
Milani,701,France,Male,23,3,0.0,2,1,0,38960.59,0
Newland,550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
Castiglione,652,Spain,Male,37,7,0.0,2,1,0,68789.93,0
Harrington,795,France,Female,36,1,151844.64,1,1,1,135388.89,0
Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0
Monaldo,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
McKay,581,Spain,Male,34,1,0.0,2,0,1,81175.25,0
Gratwick,536,Spain,Female,28,4,0.0,1,1,1,136197.65,0
Retana,452,France,Female,35,7,0.0,2,1,0,164241.67,0
Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1
Robson,684,France,Male,38,5,105069.98,2,1,1,198355.28,0
Mackie,576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1
Lu,730,France,Male,34,5,122453.37,2,1,0,138882.98,0
Currey,622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0
Matthews,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
Calabresi,591,France,Male,40,2,99886.42,2,1,1,88695.19,0
Castillo,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
Zotova,676,France,Male,38,1,0.0,2,0,1,35644.79,0
Tan,804,France,Female,71,8,0.0,2,0,1,147995.96,0
Mansom,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0
Lo Duca,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0
Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0
Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1
Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
Castiglione,583,France,Female,42,7,0.0,2,1,0,144039.05,0
Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09,0
Butler,585,France,Female,30,6,0.0,2,1,1,137757.69,0
Olisaemeka,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
Boyle,699,France,Male,35,5,0.0,2,1,1,78397.24,0
Banks,704,France,Male,31,5,132084.66,3,1,1,54474.48,1
Yudin,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1
Ross,480,France,Female,28,6,0.0,2,0,0,48131.92,0
Cover,784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0
Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,0
Chia,613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0
Hardy,721,France,Male,69,2,108424.19,1,1,1,178418.35,0
Hutchinson,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1
Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
DeRose,626,France,Male,33,8,0.0,2,1,0,138504.28,0
Hsing,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0
Little,700,France,Female,30,9,0.0,1,1,1,174971.64,0
Pettry,653,France,Female,74,0,121276.32,1,1,1,160348.31,0
Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88,0
North,824,France,Male,26,7,146266.0,1,1,0,21903.62,1
McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
Barese,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0
Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1
Fu,628,France,Male,45,9,0.0,2,1,1,96862.56,0
Olisanugo,579,France,Female,45,2,0.0,2,0,0,11514.39,0
Nicholls,635,Spain,Female,32,8,0.0,2,1,1,19367.98,1
Tretiakova,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
Chidiebele,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
Dwyer,687,Spain,Female,40,1,0.0,2,1,0,8207.36,0
Liao,670,France,Female,33,7,0.0,2,1,1,88187.81,0
Lung,599,Spain,Male,42,6,0.0,2,1,0,113868.4,0
Kao,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0
Gow,427,France,Male,37,5,0.0,2,1,1,121485.1,0
Townsend,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
Chikezie,725,France,Male,26,6,98684.15,1,0,0,133720.57,0
Moss,495,France,Male,30,10,129755.99,1,0,0,172749.65,0
Otutodilinna,565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0
Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0
Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
Brown,574,France,Male,33,8,100267.03,1,1,0,103006.27,0
Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
Yip,502,France,Female,35,6,0.0,2,1,1,80618.47,0
Komarova,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0
Morales,601,France,Male,40,10,98627.13,2,0,0,77977.69,0
Sharp,789,Germany,Female,43,9,116644.29,2,1,1,60176.1,0
Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1
Higgins,705,Germany,Female,48,1,156848.13,2,1,1,99475.95,1
Palermo,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
Bezrukova,850,France,Male,55,6,0.0,1,1,0,944.41,1
Giordano,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0
Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0
Pan,700,France,Female,32,3,0.0,1,0,0,95740.37,0
Zito,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0
Lettiere,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0
Vasilieva,731,Spain,Male,46,10,0.0,2,1,0,153015.42,0
Gibbons,614,France,Male,38,2,116248.88,1,1,0,105140.92,0
Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
Lu,766,Germany,Female,28,4,90696.78,1,0,1,21597.2,0
Obioma,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0
Goddard,576,France,Male,32,7,0.0,2,1,0,4660.91,0
Aksyonova,827,France,Female,60,2,0.0,2,0,1,60615.83,0
Wallace,519,France,Male,36,9,0.0,2,0,1,145562.4,0
O'Donnell,525,Germany,Male,33,4,131023.76,2,0,0,55072.93,0
Smith,723,France,Female,20,4,0.0,2,1,1,140385.33,0
Arnold,653,France,Male,44,8,0.0,2,1,1,154639.72,0
Hansen,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
Hunter,850,France,Female,35,5,0.0,1,1,1,80992.8,0
Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1
Cremonesi,616,France,Male,37,9,0.0,1,1,0,111312.96,0
Jen,753,France,Female,62,6,0.0,2,1,1,136398.9,0
Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
Lucchese,639,France,Male,32,9,0.0,2,1,0,111340.36,0
Graham,493,France,Female,36,5,148667.81,2,1,0,56092.51,0
Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0
Kilgour,775,France,Female,66,9,0.0,2,1,1,67622.34,0
Lin,584,France,Male,26,4,0.0,2,1,0,147600.54,0
Clark,742,France,Male,33,6,0.0,2,0,0,38550.4,0
Toscani,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
Allard,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0
Lorimer,690,Spain,Female,30,5,0.0,2,0,1,78700.03,0
Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0
Schmidt,743,France,Male,23,3,110203.77,1,1,0,95583.45,0
Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0
Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0
Siciliani,691,France,Female,33,6,0.0,2,1,1,100408.31,0
Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
Donaldson,583,France,Female,27,1,125406.58,1,1,1,110784.42,0
Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93,0
Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
Williamson,597,Spain,Female,66,3,0.0,1,1,1,70532.53,0
Yevdokimova,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
Hsu,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0
Hung,559,Spain,Male,34,0,0.0,1,1,0,182988.94,0
Obialo,522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0
Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
Hope,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
Chu,714,France,Female,24,7,0.0,2,1,0,166335.0,0
Hsiung,677,Spain,Female,35,0,0.0,2,0,0,76637.38,0
T'ien,750,France,Male,38,5,151532.4,1,1,1,46555.15,0
Giordano,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0
Bruner,743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0
Allan,542,Spain,Male,37,8,0.0,1,1,1,807.06,0
Mancini,683,France,Female,32,9,0.0,2,1,1,24991.92,0
Butler,651,Spain,Male,47,2,0.0,2,1,1,119808.64,0
Lucchese,649,France,Male,38,1,122214.0,1,0,1,88965.46,0
Hargreaves,542,France,Female,31,3,0.0,2,1,1,115217.59,0
Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0
Kalinin,723,France,Male,30,3,124119.54,1,1,0,162198.32,0
Lombardo,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
Chiagoziem,709,France,Male,31,6,0.0,2,1,1,71009.84,0
Kennedy,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1
Hsing,645,Germany,Female,59,8,121669.93,2,0,0,91.75,1
Muravyova,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
Pisani,470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0
Watson,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
Ward,850,France,Male,68,5,169445.4,1,1,1,186335.07,0
Uspenskaya,655,France,Female,36,2,147149.59,1,1,1,87816.86,0
Jara,684,France,Female,38,5,133189.4,1,0,0,127388.06,0
Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0
Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0
Shipton,611,France,Male,58,8,0.0,2,0,1,107665.68,1
Ts'ai,711,France,Female,25,7,0.0,3,1,1,9679.28,0
Young,439,France,Female,66,9,0.0,1,1,0,65535.56,0
Ugorji,637,France,Male,41,2,0.0,2,0,1,102515.42,0
Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0
Fu,665,France,Female,40,6,0.0,1,1,1,161848.03,0
Debellis,715,France,Female,35,3,0.0,1,1,1,152012.36,0
Ndukaku,746,France,Male,35,2,172274.01,1,1,0,22374.97,0
Cameron,744,Germany,Male,41,7,190409.34,2,1,1,138361.48,0
Palermo,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0
James,633,France,Female,32,1,104001.38,1,0,1,36642.65,0
Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
Meredith,692,France,Female,42,2,0.0,2,1,0,145222.93,0
Diribe,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0
Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57,1
Brown,817,France,Female,37,6,81070.34,2,1,0,80985.88,0
Medvedeva,658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0
Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0
Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0
Chien,579,France,Male,35,1,0.0,2,1,0,4460.2,0
Pirozzi,597,France,Female,24,1,103219.47,1,1,0,60420.07,0
Cremonesi,581,France,Male,28,3,104367.5,1,1,1,29937.75,0
Turnbull,433,France,Female,49,10,0.0,1,1,1,87711.61,0
Keating,502,France,Male,37,10,0.0,1,1,1,76642.68,0
Ignatiev,756,France,Male,60,2,0.0,1,1,1,166513.49,1
Rossi,714,France,Male,28,6,122724.37,1,1,1,67057.27,0
Cochran,529,France,Female,31,2,164003.05,2,1,1,60993.23,0
Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
Wan,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0
Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1
Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
Sagese,624,France,Male,37,0,0.0,2,0,0,112104.55,0
MacDonald,837,France,Male,49,8,103302.37,1,1,1,50974.57,0
